"action_co2_reduction","action_cost","action_description","action_end_year","action_start_year","action_website","country","language","name"
NA,NA,"An adviser of Stebo comes to citizens at home and looks where you can save energy . Finally he gives advise on possible improvements . Afterwards you can get guidance in the implementation of these steps . The offer is offered actively by the CPAS to protected customers. During the action 'energie op maat' and' energiejacht' we offer this action to the participants. Furthermore, the offer is also published in local magazines, newsletters, ...
In the period of 1/1/2008 - 20/4/2015 374 families took advantage of this offer . This corresponds to 5.3% of our households.",2020,2008," www.stebo.be/energie ","Belgium","en","Neerpelt"
NA,493805,"To encourage citizens to implement environmentally friendly measures in and around their homes , we give the people grants for following measures:
- Insulating materials (glass, roof , wall , floor and basement ) for existing homes : distributed 721 grants
- E-level new house (who has an E-level lower than the norm, get a grant): 41 grants distributed
- Energy Audit existing homes : 5 grants paid
By the number of grants, we note that (since the introduction of the grants) many citizens implemented environment-saving measures.",2020,2012," www.neerpelt.be ","Belgium","en","Neerpelt"
34.846,6053100,"Stipula di un contratto con la Società Yousave (ESCo), che prevede:
-l’intervento di riqualificazione energetica del Municipio per €728,640, di cui €351,809 a carico dell'Amministrazione e la rimanenza a carico della ESCo. 
-interventi di riqualificazione degli impianti degli edifici soggetti a contratto e dell'impianto di illuminazione pubblica.
Le spese energetiche sono a carico della ESCO.
Il contratto ha una validità di 15 anni e prevede un canone di €354.000.
",2020,2012,"","Italy","it","Nembro"
NA,270418.89,"L'azione consiste principalmente in:
-sostituzione della centrale termica della scuola elementare di via Moscheni mediante posa di caldaie a condensazione e opere connesse.
-installazione di una nuova pompa di calore presso la palestra di via Moscheni e sostituzione del sistema di produzione di acqua calda sanitaria con un nuovo sistema ad accumulo tecnico (con separazione dell'edificio dal punto di vista energetico).",2020,2012,"","Italy","it","Nembro"
NA,10000,"Una “Green line” che unisce 7 comuni. Un accordo per l’utilizzo di veicoli elettrici o ibridi siglato fra i Comuni di Albino, Alzano Lombardo, Gorle, Nembro, Pradalunga, Ranica e Villa di Serio. I Comuni prevedono di acquistare veicoli ibridi o elettrici nel caso di sostituzione dei propri mezzi, di organizzare incontri operativi per installare entro il 2015 almeno una colonnina di ricarica pubblica in ciascun Comune. Il Comune di Nembro, nell’aggiornamento del proprio Regolamento Edilizio ha inserito l’obbligo per tutti gli edifici nuovi, per quelli a destinazione d’uso commerciale e terziario, la predisposizione di stazioni di ricarica per veicoli elettrici con parcheggi dedicati. Attualmente il comune sta predisponendo un bando per la realizzazione e la gestione delle colonnine elettriche.",2020,2013,"","Italy","it","Nembro"
NA,NA,"L'Amministrazione Comunale ha completato nel 2013 gli audit energetici degli edifici pubblici, al fine di attivare successivamente una serie di interventi di riqualificazione energetica degli stessi edifici.
Nel 2013 è stato inoltre attivato un progetto di razionalizzazione delle spese di gestione immobili comunali con l’obiettivo di:
- definire misure per il contenimento delle spese energetiche;
- predisporre un data base delle bollette energetiche delle infrastrutture e degli edifici comunali;
- monitorare i consumi degli edifici;
- analizzare le eventuali criticità;
- predisporre interventi per il contenimento e la riduzione dei consumi.
",2020,2011,"","Italy","it","Nerviano"
NA,NA,"L’Amministrazione Comunale ha stipulato con Edison un contratto di fornitura di energia elettrica verde certificata, proveniente al 100% da fonte rinnovabile, per gli edifici di proprietà comunale, allo scopo di ridurre l’impatto ambientale dei consumi energetici e le emissioni di gas a effetto serra a livello comunale.
Per il 2014 la fornitura di energia verde è stata di 2.842.803 kWh, corrispondente al 100% del totale di energia fornita.",2020,2013,"","Italy","it","Nerviano"
281.04,8111,"L'Amministrazione Comunale si è impegnata a potenziare la mobilità ciclabile e pedonale a livello urbano. E’ in corso di realizzazione l'ampliamento delle piste ciclabili esistenti, tramite finanziamenti regionali. Sono già stati approvati i progetti per due nuove piste ciclabili di 2,2 km e di 3,5 km (quest’ultima fa parte di progetto di pista ciclabile sovra-comunale di oltre 10 km totali) che verranno realizzate nel corso del 2015, mentre è in progettazione la realizzazione di un’altra pista ciclabile sul territorio comunale di 3 km circa.
Per questa fase di monitoraggio, nel costo di implementazione è presente solo la progettazione delle piste ciclabili in quanto le cifre reali di realizzazione ricadranno nei prossimi anni e verranno inserite nei monitoraggi successivi. 
L'Amministrazione Comunale ha inoltre attivato il servizio piedibus per gli alunni delle scuole.
",2020,2013,"","Italy","it","Nerviano"
NA,9e+05,"Factor 10 is the Municipal funding programme for private households. Citizens of Neumarkt can apply for grants in matters of energetic refurbishment of buildings. This includes e.g. insulation, new heating systems and the use of renewable energy resources.",2014,2010," www.faktor10.neumarkt.de ","Germany","en","Neumarkt in der Oberpfalz"
NA,4809000,"Construction of several photovoltaics power plants on municipal buildings and infrastructure.",2014,2012,"","Germany","en","Neumarkt in der Oberpfalz"
NA,205000,"Replacement of all old luminaires with new LED`s: Beginning in 2015 with two schools and the libarary.

Installation of  a daylight detection control.
",2020,2014,"","Germany","en","Neumarkt in der Oberpfalz"
NA,1300000,"The project ""self-sufficient sewage plant"" includes several measures. The most important measure is the use of Methan/sewage gas to run a cogeneration heat and power plant. The produced electric power is used on site of the sewage plant for the sewage processes. The heat, which is produced, is currently used for the buildings on site, for the sludge digester and for drying the sludge. The surplus heat is used in the greenhouses of the civic nursery.  ",2018,2012,"","Germany","en","Neumarkt in der Oberpfalz"
NA,80000,"There are 52 municipal buildings in Neumarkt. The costs for heating were about 575.000 Euro in 2005, before the central Building Control System was launched. After analyzing the equipment of the buildings, the first small measures were implemented like adaption of heating times and temperatures to the real need, insulation of the piping system or reprogramming of burners.   

The most important measure was the installation of a building control management station and linking upwith the digital controllers in the buildings.

Long-term measures werde planned on the base of the Control System: e.g. replacement of old atmospheric boilers with condensing boilers, integration of a combined heat and power plant, implementation of solar cells for water heating or replacement of old analogue regulation with digital controllers. 
  
  
 


",2020,2007,"","Germany","en","Neumarkt in der Oberpfalz"
NA,2e+05,"The Municipal Utilities implement two CHP projects combined with a local/district heat system per year on the base of natural gas or biogas.",2020,2010,"","Germany","en","Neumarkt in der Oberpfalz"
5.64,5153,"installation of solar panels in unicipal buildings",2010,2010,"","Spain","en","Nevada"
67.55,10000,"Installation of 90,075 meters squared of solar panels in the town.",2020,2007,"","Spain","en","Nevada"
0.09,NA,"Urban planning criteria of sustainable mobility.",2020,2012,"","Spain","en","Nevada"
1644,1e+05,"PIR installs",2020,2005,"","United Kingdom","en","Newcastle upon Tyne"
24453,5e+05,"Solid wall",2020,2010,"","United Kingdom","en","Newcastle upon Tyne"
3236,1e+07,"PV installs",2020,2010,"","United Kingdom","en","Newcastle upon Tyne"
NA,260000,"Progettazione e realizzazione impianto fotovoltaico in copertura su edificio di proprietà comunale (in occasione del rifacimento per bonifica amianto) da 50 KW su 300 mq",2015,2011,"","Italy","it","Nichelino"
NA,350000,"Progettazione e realizzazione intervento di riqualificazione energetica presso edificio di proprietà comunale con coibentazione strutture orizzontali e verticali trasparenti ed opache ed efficientamento dell'impianto di produzione calore ed ACS. Edificio connesso alla rete del TLR.",2020,2011,"","Italy","it","Nichelino"
NA,18000,"Realizzazione e stipula convenzione per postazione car sharing con n°2 autovetture in prossimità del palazzo comunale con possibilità di utilizzo da parte delle cittadinanza alle condizioni previste dal fornitore del servizio e/o gratuitamente da parte dei dipendenti del comune per funzioni di servizio.",2013,2011,"","Italy","it","Nichelino"
5,7500,"The study for the Establishment of Municipal fleet management office has already been  implemented. The study assess the current situation of the Municipal fleet in order to identify actions for managing and upgrading the fleet and to achieve energy savings of 20% or more.",2020,2014,"","Cyprus","en","Nicosia"
1,3500,"Municipal police proceeded to the purchase of 10 bicycles for the purpose of policing and control of illegal parking in the Municipal boundaries. This has raised the awareness of the use of bicycles",2018,2015,"","Cyprus","en","Nicosia"
18,800,"The Nicosia Municipality in cooperation with the Cyprus Energy Agency have implemented 20 Energy Audits in residential buildings of Municipality by subsidizing 50% of the cost. The purpose of the energy audits was to analyze the energy flows in the buildings and to provide advices for energy saving. The energy savings reached 27% of the total energy consumption of the buildings",2020,2015," http://www.nicosia.org.cy/CMSPages/GetFile.aspx?guid=da6dbd57-d908-4e61-be43-f690a6db961d ","Cyprus","en","Nicosia"
NA,NA,"Elke Limburgse particuliere eigenaar kan tot 10.000 euro ontlenen voor verschillende energiebesparende maatregelen (het plaatsen van hoogrendementsglas en bijhorende raamprofielen, het vervangen van verwarmingsinstallaties door een energiezuinige verwarmingsketel of voor isolatie van dak, kelder en muren. Ook de installatie van een warmtepomp of zonneboiler is mogelijk).

De lening moet worden terugbetaald over vijf jaar, aan een interest van 2%. Voor financieel kwetsbare gezinnen bedraagt de interest 0%. 

Duwolim is de organisatie waar je in Limburg voor deze Vlaamse Energielening terecht kan. Je krijgt niet alleen een goedkope lening, maar ook deskundig advies. 
Duwolim verstrekte al bijna 2000 leningen. ",2014,2012,"","Belgium","nl","Nieuwerkerken"
NA,NA,"De provincie Limburg organiseert een samenaankoop voor de levering van aardgas en elektriciteit voor alle Limburgse gemeentebesturen. In het contract wordt voorzien dat er 100% groene stroom wordt geleverd. Door deel te nemen aan deze samenaankoop kunnen gemeentebesturen aan gunstigere voorwaarden voorzien in de energiebehoefte van hun gemeentebestuur. ",2014,2012,"","Belgium","nl","Nieuwerkerken"
NA,1500,"De gemente geeft een premie voor dakisolatie",2017,2012,"","Belgium","nl","Nieuwerkerken"
490,5000,"Promotion of electric vehicles",2020,2012,"","Spain","en","Nigüelas"
27.63,26478,"Implementation of measures contained in the energy audit.",2012,2012,"","Spain","en","Nigüelas"
150,NA,"Tax excemption for low-polluting vehicles",2020,2013,"","Spain","en","Nigüelas"
46,NA,"The public lighting regime changed: the lights are turned off earlier which results in energy savings. ",2020,2011,"","Belgium","en","Nijlen"
246,1718000,"Renovation and partly new built building of the diamond museum 'Briljante Kempen', including the use of sustainable techniques and extra insulation. ",2020,2011,"","Belgium","en","Nijlen"
276,6150000,"The newly built school 'GOEZO! Kerkeblokken' is a passive building. A few renewable techniques were used: including solar panels and a heat pump.  ",2020,2011,"","Belgium","en","Nijlen"
5000,1e+06,"Nijmegen en the Nijmegen region local authorities demand 100% additional regional renewable energy in their new energy procurement starting in 2016/2017",2017,2015,"","Netherlands","en","Nijmegen"
23488,33500000,"Wind farm set up by a citzens coöperation is transforming into a green plant in a combination of wind ans solar power and combined electricity and heat production.",2019,2012," http://www.windparknijmegenbetuwe.nl/  ","Netherlands","en","Nijmegen"
160,1e+05,"The running evenet Seven Hills Run let people who come by car pay a fee. With this they build up a green fund. They invested this fund in a project for solar panels on schools combined with crowd funding and an educational programme on these schools. The city counsil diveded the subsidy between 16 schools.",2014,2012," http://power2nijmegen.com/?page_id=1349 ","Netherlands","en","Nijmegen"
425,8e+05,"The coal fired plant of GDF Suez in NIjmegen is colsed in 2016. The area will be transformed in a sustainable energy park called thd Green Delta, starting with a solar park in which citzens can participate.",2015,2015," https://www.gdfsuez.nl/altijd-energie/duurzame-oplossingen/groene-delta ","Netherlands","en","Nijmegen"
2500,80000,"Built-up cycling routes in Nitra, 6.5 km long.",2012,2010," http://www.nisys.sk/www/content/nisys/cyklotrasy/0/98, http://www.nitralive.sk/spravy/8148-v-nitre-a-okoli-ma-pribudnut-vyse-300-kilometrov-cyklotras ","Slovakia","en","Nitra"
